Random-Discrete.parameter, Random-Discrete.points, Adapt-Continuous.parameter, Adapt-Continuous.points
6, 17.30, 1, 14.60
6, 16.85, 1, 14.83
6, 17.00, 1, 12.50
6, 18.44, 1, 14.03
6, 17.98, 1, 12.76
6, 16.92, 1, 13.29
6, 18.47, 1, 15.52
6, 17.12, 1, 13.94
6, 16.46, 1, 13.52
6, 18.16, 1, 14.92
6, 17.68, 1, 12.91
6, 17.54, 1, 12.98
6, 18.48, 1, 16.26
6, 18.10, 1, 16.45
6, 18.77, 1, 16.11
6, 17.97, 1, 15.01
6, 16.78, 1, 14.11
6, 19.07, 1, 15.22
6, 17.84, 1, 15.08
6, 18.36, 1, 16.32
6, 18.07, 1, 14.97
6, 17.85, 1, 15.82
6, 18.33, 1, 17.84
6, 18.79, 1, 13.10
6, 17.79, 1, 12.85
6, 18.78, 1, 15.36
6, 17.49, 1, 14.50
6, 17.85, 1, 12.07
6, 17.65, 1, 15.18
6, 18.73, 1, 17.64
6, 18.15, 1, 14.93
6, 17.56, 1, 15.22
6, 17.95, 1, 15.77
6, 18.58, 1, 15.46
6, 18.32, 1, 14.09
6, 18.10, 1, 14.20
6, 17.04, 1, 14.73
6, 17.13, 1, 16.18
6, 17.46, 1, 14.52
6, 17.35, 1, 14.57
6, 16.68, 1, 13.41
6, 18.23, 1, 14.88
6, 17.99, 1, 14.26
6, 16.56, 1, 11.22
6, 17.48, 1, 16.01
7, 18.86, 1, 16.82
7, 18.94, 1, 16.03
7, 19.76, 1, 15.62
7, 18.38, 1, 17.06
7, 17.06, 1, 15.47
7, 17.63, 1, 15.18
7, 18.62, 1, 15.44
7, 19.33, 1, 16.58
7, 18.79, 1, 15.35
7, 18.00, 1, 16.50
7, 17.08, 1, 13.96
7, 18.89, 1, 16.81
7, 18.10, 1, 16.45
7, 19.82, 1, 17.84
7, 17.20, 1, 12.40
7, 18.85, 1, 13.82
7, 18.95, 1, 16.78
7, 18.77, 1, 16.12
7, 17.63, 1, 14.44
7, 17.88, 1, 16.56
7, 19.63, 1, 17.93
7, 18.56, 1, 17.72
7, 17.98, 1, 16.51
7, 19.12, 1, 17.44
7, 18.42, 1, 17.04
7, 18.02, 1, 15.74
7, 18.58, 1, 16.96
7, 17.94, 1, 16.53
7, 18.50, 1, 17.75
7, 19.13, 1, 17.43
7, 18.94, 1, 16.03
7, 18.52, 1, 13.99
7, 18.29, 1, 17.85
7, 18.89, 1, 16.05
7, 19.18, 1, 16.66
7, 20.21, 1, 18.40
7, 19.30, 1, 18.85
7, 16.64, 1, 12.68
7, 16.73, 1, 15.64
7, 18.09, 1, 17.21
7, 17.52, 1, 16.74
7, 18.27, 1, 16.37
7, 18.15, 1, 15.68
7, 19.05, 1, 15.22
7, 18.40, 1, 15.55
7, 17.48, 1, 15.26
7, 18.49, 1, 17.00
7, 16.77, 1, 14.86
7, 18.30, 1, 17.10
7, 18.32, 1, 16.34
7, 19.21, 1, 17.40
7, 18.85, 1, 15.32
7, 16.75, 1, 14.88
7, 18.37, 1, 15.56
7, 18.88, 1, 16.06
7, 17.42, 1, 14.54
7, 18.64, 1, 18.43
7, 18.08, 1, 15.71
7, 18.72, 1, 15.39
7, 18.11, 1, 16.45
7, 17.78, 1, 15.11
7, 19.45, 1, 16.52
7, 19.52, 1, 16.49
7, 18.54, 1, 16.98
7, 19.00, 1, 14.50
7, 17.10, 1, 14.70
7, 18.06, 1, 14.22
7, 18.64, 1, 16.18
7, 20.06, 1, 16.97
7, 17.59, 1, 15.95
7, 18.64, 1, 14.68
7, 17.47, 1, 14.52
7, 19.18, 1, 18.16
7, 20.23, 1, 16.89
7, 19.16, 1, 14.42
7, 18.52, 1, 17.74
7, 18.50, 1, 17.75
7, 19.16, 1, 17.42
7, 18.03, 1, 17.23
7, 19.17, 1, 17.41
7, 18.46, 1, 17.77
7, 18.38, 1, 14.81
7, 19.06, 1, 16.72
7, 18.66, 1, 17.67
7, 19.72, 1, 18.64
7, 19.19, 1, 18.15
7, 19.11, 1, 16.69
7, 19.66, 1, 17.92
7, 18.55, 1, 16.22
7, 18.77, 1, 14.62
7, 19.31, 1, 15.84
7, 17.62, 1, 15.19
7, 19.21, 1, 18.89
7, 18.81, 1, 16.09
7, 19.01, 1, 16.75
7, 18.08, 1, 16.46
7, 17.88, 1, 15.06
7, 19.27, 1, 15.86
7, 17.87, 1, 15.82
7, 19.01, 1, 15.24
8, 19.68, 1, 17.91
8, 19.16, 1, 18.92
8, 19.76, 1, 19.37
8, 17.86, 1, 16.57
8, 20.05, 1, 18.47
8, 19.36, 1, 18.82
8, 19.63, 1, 17.19
8, 18.73, 1, 16.13
8, 18.49, 1, 17.01
8, 18.66, 1, 18.42
8, 18.84, 1, 18.33
8, 20.14, 1, 19.18
8, 19.54, 1, 18.73
8, 18.08, 1, 16.46
8, 19.77, 1, 17.11
8, 19.04, 1, 17.48
8, 18.30, 1, 14.85
8, 19.35, 1, 14.32
8, 19.54, 1, 19.48
8, 18.08, 1, 16.46
8, 18.56, 1, 16.22
8, 19.12, 1, 15.94
8, 19.59, 1, 17.95
8, 18.83, 1, 18.33
8, 19.82, 1, 18.59
8, 18.62, 1, 16.19
8, 19.43, 1, 17.29
8, 18.13, 1, 15.68
8, 19.59, 1, 17.20
8, 19.44, 1, 16.53
8, 19.24, 1, 15.13
8, 19.91, 1, 19.30
8, 18.22, 1, 17.14
8, 19.51, 1, 17.24
8, 17.61, 1, 16.70
8, 19.57, 1, 19.47
8, 18.73, 1, 18.39
8, 18.59, 1, 17.71
8, 18.20, 1, 16.40
8, 19.23, 1, 17.38
8, 17.79, 1, 17.35
8, 19.54, 1, 17.98
8, 18.78, 1, 16.86
8, 18.62, 1, 16.19
8, 18.79, 1, 18.36
8, 18.33, 1, 15.59
8, 19.31, 1, 18.85
8, 18.22, 1, 15.64
8, 20.00, 1, 20.00
8, 18.97, 1, 16.76
8, 17.21, 1, 16.15
8, 18.60, 1, 17.70
8, 20.30, 1, 19.10
8, 18.31, 1, 17.84
8, 18.77, 1, 16.12
8, 19.20, 1, 18.90
8, 18.22, 1, 17.89
8, 18.69, 1, 18.40
8, 18.24, 1, 17.13
8, 18.77, 1, 18.37
8, 19.03, 1, 17.49
8, 18.15, 1, 17.93
8, 19.20, 1, 18.90
8, 19.16, 1, 18.17
8, 19.31, 1, 18.09
8, 19.04, 1, 16.73
8, 19.06, 1, 18.97
8, 19.30, 1, 18.85
8, 19.33, 1, 18.08
8, 18.45, 1, 17.02
8, 19.14, 1, 18.93
8, 19.59, 1, 17.96
8, 19.67, 1, 18.66
8, 19.55, 1, 19.47
8, 18.68, 1, 17.66
8, 18.62, 1, 18.44
8, 18.23, 1, 15.64
8, 19.89, 1, 17.05
8, 19.84, 1, 18.58
8, 19.06, 1, 16.72
8, 18.17, 1, 17.91
8, 19.58, 1, 17.21
8, 18.34, 1, 17.83
8, 18.33, 1, 16.34
8, 19.93, 1, 17.78
8, 19.85, 1, 18.58
8, 19.04, 1, 17.48
8, 18.70, 1, 18.40
8, 18.46, 1, 16.27
8, 19.37, 1, 18.07
8, 18.27, 1, 17.11
8, 17.93, 1, 15.78
8, 19.14, 1, 17.43
8, 18.89, 1, 18.31
8, 18.25, 1, 17.13
8, 18.92, 1, 18.29
8, 19.91, 1, 17.05
8, 18.32, 1, 16.34
8, 19.73, 1, 18.64
8, 19.71, 1, 17.14
9, 19.00, 1, 18.25
9, 19.06, 1, 18.97
9, 18.77, 1, 18.36
9, 18.89, 1, 18.31
9, 18.66, 1, 18.42
9, 19.55, 1, 19.47
9, 19.66, 1, 17.92
9, 19.00, 1, 18.25
9, 19.07, 1, 18.97
9, 20.00, 1, 20.00
9, 19.35, 1, 18.07
9, 19.44, 1, 18.78
9, 18.67, 1, 18.42
9, 19.22, 1, 18.89
9, 19.16, 1, 18.92
9, 19.54, 1, 18.73
9, 20.04, 1, 16.98
9, 19.69, 1, 18.65
9, 18.90, 1, 17.55
9, 19.43, 1, 18.79
9, 19.36, 1, 18.07
9, 18.71, 1, 18.40
9, 19.84, 1, 18.58
9, 18.93, 1, 17.53
9, 19.29, 1, 18.11
9, 19.43, 1, 18.79
9, 19.76, 1, 19.37
9, 19.83, 1, 19.34
9, 19.36, 1, 18.82
9, 19.52, 1, 19.49
9, 20.02, 1, 18.49
9, 20.00, 1, 20.00
9, 19.53, 1, 19.49
9, 19.50, 1, 17.25
9, 18.71, 1, 18.40
9, 19.56, 1, 17.97
9, 18.55, 1, 17.73
9, 19.36, 1, 18.07
9, 19.34, 1, 18.08
9, 19.33, 1, 18.83
9, 20.00, 1, 20.00
9, 19.54, 1, 19.48
9, 20.00, 1, 20.00
9, 19.02, 1, 18.24
9, 18.88, 1, 17.56
9, 19.53, 1, 19.49
9, 19.77, 1, 18.61
9, 19.63, 1, 19.43
9, 20.04, 1, 18.48
9, 19.76, 1, 19.37
9, 18.90, 1, 16.80
9, 18.89, 1, 18.31
9, 20.30, 1, 19.10
9, 18.63, 1, 18.44
9, 19.07, 1, 18.97
9, 19.97, 1, 18.52
9, 19.83, 1, 19.34
9, 19.26, 1, 16.62
9, 19.54, 1, 19.48
9, 20.00, 1, 20.00
9, 19.68, 1, 17.16
9, 20.18, 1, 17.66
9, 19.07, 1, 18.22
9, 20.13, 1, 18.43
9, 19.17, 1, 18.16
9, 19.51, 1, 19.49
9, 19.74, 1, 18.63
9, 19.71, 1, 19.40
9, 20.00, 1, 20.00
9, 19.85, 1, 17.08
9, 19.41, 1, 18.79
9, 20.01, 1, 19.24
9, 20.00, 1, 20.00
9, 19.74, 1, 17.88
9, 19.04, 1, 18.23
9, 19.51, 1, 19.49
9, 19.54, 1, 19.48
9, 19.22, 1, 18.89
9, 19.77, 1, 18.61
9, 19.59, 1, 19.46
9, 19.08, 1, 18.21
9, 19.02, 1, 18.24
9, 20.03, 1, 17.73
9, 19.29, 1, 18.85
9, 19.25, 1, 17.37
9, 18.36, 1, 17.82
9, 19.78, 1, 17.11
9, 20.00, 1, 20.00
9, 18.20, 1, 17.15
9, 19.63, 1, 19.43
9, 19.27, 1, 18.12
9, 18.83, 1, 17.58
9, 18.72, 1, 18.39
9, 18.72, 1, 17.64
9, 19.23, 1, 18.14
9, 18.75, 1, 17.63
9, 19.55, 1, 19.47
9, 20.00, 1, 20.00
9, 20.00, 1, 20.00
9, 18.91, 1, 18.30
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
10, 20.00, 1, 20.00
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
0, 12.50, 2, 8.75
1, 13.00, 2, 9.25
1, 14.00, 2, 10.25
1, 13.95, 2, 10.28
1, 13.50, 2, 9.75
1, 13.48, 2, 9.76
1, 13.50, 2, 9.75
1, 12.50, 2, 8.75
1, 12.97, 2, 9.26
1, 13.45, 2, 9.77
1, 13.99, 2, 10.25
1, 12.50, 2, 8.75
1, 13.00, 2, 9.25
1, 14.47, 2, 10.77
1, 13.84, 2, 10.33
1, 14.11, 2, 10.94
1, 13.37, 2, 9.82
1, 12.50, 2, 8.75
1, 13.00, 2, 9.25
1, 13.00, 2, 9.25
1, 13.32, 2, 10.59
1, 13.32, 2, 9.84
1, 12.50, 2, 8.75
1, 13.78, 2, 10.36
1, 13.00, 2, 9.25
1, 13.00, 2, 9.25
1, 13.99, 2, 10.26
1, 12.50, 2, 8.75
1, 13.40, 2, 10.55
1, 13.00, 2, 9.25
1, 12.40, 2, 9.55
1, 12.50, 2, 8.75
1, 12.99, 2, 9.25
1, 12.00, 2, 9.75
1, 12.92, 2, 9.29
1, 13.00, 2, 9.25
1, 13.45, 2, 9.77
1, 13.00, 2, 9.25
1, 13.00, 2, 9.25
1, 13.49, 2, 9.76
1, 14.46, 2, 10.77
1, 12.14, 2, 10.43
1, 12.89, 2, 10.05
1, 12.50, 2, 8.75
1, 12.82, 2, 11.59
1, 13.77, 2, 10.36
1, 12.50, 2, 8.75
1, 13.64, 2, 10.43
1, 13.39, 2, 9.80
1, 13.59, 2, 10.45
1, 13.50, 2, 9.75
1, 13.00, 2, 9.25
1, 13.00, 2, 9.25
1, 12.95, 2, 9.27
1, 13.14, 2, 9.93
1, 13.42, 2, 9.79
1, 12.50, 2, 8.75
1, 12.50, 2, 8.75
1, 13.45, 2, 9.78
1, 13.00, 2, 9.25
1, 13.49, 2, 9.76
1, 12.50, 2, 8.75
1, 14.39, 2, 11.55
1, 13.49, 2, 9.75
1, 13.86, 2, 10.32
1, 14.00, 2, 10.25
1, 13.00, 2, 9.25
1, 13.13, 2, 9.94
1, 13.00, 2, 9.25
1, 13.50, 2, 9.75
1, 13.50, 2, 9.75
1, 13.37, 2, 9.81
1, 12.50, 2, 8.75
1, 13.11, 2, 10.70
1, 12.97, 2, 9.26
1, 13.00, 2, 9.25
1, 13.95, 2, 10.28
1, 13.89, 2, 11.05
1, 13.50, 2, 9.75
1, 13.00, 2, 9.25
1, 14.08, 2, 10.96
1, 12.78, 2, 9.36
1, 12.99, 2, 9.25
1, 13.00, 2, 9.25
1, 13.97, 2, 10.27
1, 13.48, 2, 9.76
1, 13.95, 2, 10.28
1, 13.01, 2, 9.99
1, 12.49, 2, 10.26
1, 13.26, 2, 9.87
1, 12.87, 2, 10.06
1, 12.95, 2, 9.27
1, 13.37, 2, 9.82
1, 12.50, 2, 8.75
1, 13.78, 2, 10.36
1, 14.40, 2, 10.80
1, 13.49, 2, 9.75
1, 12.78, 2, 9.36
1, 13.45, 2, 9.77
1, 13.91, 2, 10.29
1, 12.50, 2, 8.75
2, 15.39, 2, 12.56
2, 13.92, 2, 11.79
2, 13.00, 2, 10.75
2, 13.32, 2, 9.84
